iter	Logloss
0	0.6570085164
1	0.6252197048
2	0.5948336422
3	0.5653405219
4	0.5391064563
5	0.5162915536
6	0.495207684
7	0.4757752537
8	0.4565937675
9	0.4352435044
10	0.4162035872
11	0.3971750936
12	0.3809192173
13	0.3665230484
14	0.3532377928
15	0.338631211
16	0.328410838
17	0.3155769074
18	0.3050554347
19	0.2943498007
20	0.2836846071
21	0.2730177827
22	0.2624018688
23	0.2524714152
24	0.2447406424
25	0.2367216127
26	0.2287424755
27	0.2220848416
28	0.2149447946
29	0.2089819466
30	0.2028979533
31	0.1978523381
32	0.1916345259
33	0.1863416636
34	0.1806606905
35	0.1753799177
36	0.1701626358
37	0.1664547319
38	0.1624717245
39	0.1576208784
40	0.1546292071
41	0.1512806548
42	0.1475669777
43	0.1451484446
44	0.1419362976
45	0.1383689495
46	0.1352637544
47	0.1320213079
48	0.1301810853
49	0.1272944656
50	0.1250756406
51	0.1224954972
52	0.1204926874
53	0.1184452693
54	0.1159597218
55	0.1136954133
56	0.1117760139
57	0.1097372252
58	0.1080963262
59	0.1063856256
60	0.104573613
61	0.1029961165
62	0.1015442925
63	0.0992786963
64	0.09775679301
65	0.09709135838
66	0.09566726292
67	0.09371999997
68	0.09220685549
69	0.09096147808
70	0.08966716503
71	0.0881429678
72	0.08664404736
73	0.08534523493
74	0.0844124581
75	0.08287703171
76	0.08219385318
77	0.08088518453
78	0.08021784462
79	0.07924120443
80	0.07789003804
81	0.0770718249
82	0.07622220668
83	0.07518100313
84	0.07461092582
85	0.07382958021
86	0.07282001409
87	0.07227541957
88	0.07159177503
89	0.07113419091
90	0.07071220784
91	0.06963628287
92	0.06871566428
93	0.06774110101
94	0.06697714042
95	0.06645041557
96	0.06551075695
97	0.06480606941
98	0.06394148938
99	0.06347491491
100	0.06300755966
101	0.06256668832
102	0.06199049196
103	0.06160761844
104	0.06070891338
105	0.06025755585
106	0.05992702971
107	0.05930390399
108	0.05895983089
109	0.058358365
110	0.05801654239
111	0.05737121832
112	0.05671881793
113	0.05606784225
114	0.05517689528
115	0.05471094618
116	0.05442036865
117	0.05400251059
118	0.05364725522
119	0.05321318347
120	0.05222185685
121	0.05200788292
122	0.0514841339
123	0.05110813685
124	0.05053760191
125	0.04990415517
126	0.04949291879
127	0.04918824391
128	0.04881289528
129	0.04844840694
130	0.04815566474
131	0.04797352529
132	0.04750164306
133	0.04690251525
134	0.04651369192
135	0.04621377043
136	0.0459901151
137	0.04551468781
138	0.04521880892
139	0.04490759536
140	0.04441082476
141	0.04423870087
142	0.04395505452
143	0.04355995166
144	0.04328628389
145	0.0429353198
146	0.04261026363
147	0.04221277518
148	0.04206584431
149	0.04162227388
150	0.04146583955
151	0.0412703786
152	0.04106314993
153	0.04085655598
154	0.04066461461
155	0.04049114031
156	0.04027438533
157	0.03993664382
158	0.03979309099
159	0.0396209977
160	0.03927720946
161	0.03896450236
162	0.03882357963
163	0.03859143947
164	0.03823148336
165	0.03802314989
166	0.03767588332
167	0.03725635966
168	0.03694021031
169	0.03663395106
170	0.03645978223
171	0.03616484439
172	0.0359977287
173	0.03573667281
174	0.03550574473
175	0.03529833779
176	0.03514915762
177	0.03496392983
178	0.03475359267
179	0.03443882899
180	0.03428837273
181	0.03419539185
182	0.03376079772
183	0.03352952327
184	0.03342131802
185	0.0331538768
186	0.03270724279
187	0.03249044251
188	0.03231246615
189	0.03223494103
190	0.03201390783
191	0.03196029104
192	0.03158964973
193	0.03147655816
194	0.0312944011
195	0.03117091624
196	0.03078448019
197	0.03063402761
198	0.03045082878
199	0.03014549123
200	0.02976817007
201	0.02938006002
202	0.02923704928
203	0.02908789138
204	0.02891211042
205	0.02876604897
206	0.02866590168
