iter	Logloss
207	0.02854114127
208	0.02832454222
209	0.02810109534
210	0.02781943581
211	0.02772960884
212	0.02761230902
213	0.02734714095
214	0.02721452392
215	0.02697318617
216	0.02688071527
217	0.02666229207
218	0.0265607998
219	0.02638357595
220	0.02624066865
221	0.02615971625
222	0.02609838042
223	0.02588140507
224	0.0255969663
225	0.02550852197
226	0.02531319054
227	0.02525298444
228	0.02513932656
229	0.02499211568
230	0.0247085898
231	0.02449024569
232	0.02421191039
233	0.02401182847
234	0.02389855533
235	0.02371264473
236	0.02364064091
237	0.02349713721
238	0.02329162808
239	0.02320554726
240	0.02309460677
241	0.02286769554
242	0.02274364589
243	0.02268793197
244	0.0225776979
245	0.02250742755
246	0.02241884817
247	0.02231119494
248	0.02223537884
249	0.02203667521
250	0.02188453555
251	0.02179220314
252	0.02167245411
253	0.0215980005
254	0.02138149179
255	0.02129549989
256	0.02127543053
257	0.02105238859
258	0.02080528753
259	0.02068047887
260	0.02048083173
261	0.02029222764
262	0.02020498726
263	0.02012464351
264	0.02008318951
265	0.01997534913
266	0.01990390347
267	0.01985512117
268	0.01973918513
269	0.01954205324
270	0.01939837606
271	0.01929626231
272	0.01911077181
273	0.0190545693
274	0.01899663038
275	0.01893322917
276	0.01876055356
277	0.01869897965
278	0.01859474754
279	0.01853704109
280	0.0184730317
281	0.01835322543
282	0.01822730814
283	0.01815661238
284	0.01809089445
285	0.01804338165
286	0.01790314553
287	0.01784253211
288	0.01768591283
289	0.01764105959
290	0.01762653636
291	0.01755571822
292	0.017483179
293	0.01742924547
294	0.01730545371
295	0.01726158956
296	0.01716840018
297	0.01705872397
298	0.01688780988
299	0.01676978202
300	0.01665495886
301	0.0165634553
302	0.01648873778
303	0.0164240058
304	0.01633842084
305	0.01625590894
306	0.0162095265
307	0.01611582678
308	0.01605091078
309	0.01592608841
310	0.01583229635
311	0.01576161534
312	0.01565028167
313	0.01560518178
314	0.01553489799
315	0.01543850098
316	0.0153224709
317	0.01526909109
318	0.01523206358
319	0.01517681999
320	0.01512466823
321	0.01508429398
322	0.01505501869
323	0.01496913437
324	0.0148518757
325	0.01475664456
326	0.01468033417
327	0.0146276562
328	0.01458709405
329	0.01453440652
330	0.01449956606
331	0.01439112426
332	0.01431156211
333	0.01417039892
334	0.01413973284
335	0.01408374453
336	0.01405851858
337	0.01395563627
338	0.01386670016
339	0.01381515417
340	0.01372144605
341	0.01365987076
342	0.01360173294
343	0.01356454293
344	0.01352688371
345	0.01343399417
346	0.01335834752
347	0.01329606218
348	0.01326104866
349	0.01321939646
350	0.01314181054
351	0.013108265
352	0.01304480548
353	0.01300229213
354	0.01298231813
355	0.01295140001
356	0.01289253326
357	0.01278064956
358	0.01272466548
359	0.01262319058
360	0.01258420222
361	0.01248090069
362	0.01237152096
363	0.01228532113
364	0.01221635412
365	0.01213877913
366	0.01208735905
367	0.01200531009
368	0.01194824302
369	0.01189429621
370	0.01183695503
371	0.01182240563
372	0.01177754613
373	0.01173266218
374	0.01168886949
375	0.01158659126
376	0.0115310177
377	0.01147261242
378	0.01145534019
379	0.0113783703
380	0.01135025383
381	0.01126449951
382	0.01118543445
383	0.01114702632
384	0.01110696882
385	0.01105427215
386	0.01099243146
387	0.01088399418
388	0.01083002002
389	0.01081765251
390	0.01076126172
391	0.01068940219
392	0.01064485454
393	0.01061994893
394	0.01053185672
395	0.01048603523
396	0.01043514412
397	0.01039765658
398	0.01032708173
399	0.01023983648
400	0.01018913272
401	0.01015186337
402	0.0101253972
403	0.01006956767
404	0.0100284744
405	0.009984071458
406	0.009938236388
407	0.009921759454
408	0.009863174067
409	0.009815184352
410	0.009740043529
411	0.009712984302
412	0.009691580941
413	0.009658989624
414	0.009608508887
415	0.009587174343
416	0.00954179152
417	0.009491075362
418	0.00944601307
419	0.009395701847
420	0.009375356879
421	0.009318256963
422	0.009277334505
423	0.009257568511
424	0.00924529387
425	0.009195280842
426	0.009180211132
427	0.00915081819
428	0.009135685261
429	0.009099498734
430	0.009074708066
431	0.009031973004
432	0.008980305085
433	0.00895260871
434	0.008900384964
435	0.008841131825
436	0.008824156821
437	0.008809937929
438	0.008794089007
439	0.008780308656
440	0.008738076297
441	0.008721592226
442	0.008684565569
443	0.008651534977
444	0.008618100811
445	0.008557940139
446	0.008538518702
447	0.008524662735
448	0.008497992206
449	0.008463795818
450	0.008422609761
451	0.008373367362
452	0.008352749884
453	0.008337709354
454	0.008297066149
455	0.008277696414
456	0.008268734846
457	0.008235095444
458	0.008197020264
459	0.00815764162
460	0.00814755538
461	0.008138680096
462	0.008126776104
463	0.008078995941
464	0.008044633825
465	0.008029418408
466	0.008006375431
467	0.007989464022
468	0.007962887903
469	0.007927586437
470	0.007902786516
471	0.007864808247
472	0.007834083689
473	0.007802506683
474	0.00778473902
475	0.007745832029
476	0.007692434885
477	0.007652857947
478	0.007615371694
479	0.007596245559
480	0.007590813051
481	0.007573845884
482	0.00755084383
483	0.007503744463
484	0.007481855885
485	0.007450372661
486	0.007407911557
487	0.007390395334
488	0.00738035423
489	0.007368502951
490	0.007339994591
491	0.007325804201
492	0.007292788659
493	0.007253572933
494	0.007213806433
495	0.007186769752
496	0.007148530912
497	0.007129026469
498	0.007104681652
499	0.007084723786
